    f                 RCS
536000000.0    0.023541773006282348
537000000.0    0.023184579478012397
538000000.0    0.022847185396566234
539000000.0    0.022529621110271132
540000000.0    0.022231912005677118
541000000.0    0.02195407846445473
542000000.0    0.021696135822383226
543000000.0    0.021458094330495534
544000000.0    0.021239959118442488
545000000.0    0.021041730160137134
546000000.0    0.02086340224173992
547000000.0    0.02070496493203975
548000000.0    0.020566402555286994
549000000.0    0.02044769416653015
550000000.0    0.020348813529505884
551000000.0    0.02026972909713021
552000000.0    0.020210403994634807
553000000.0    0.0201707960053906
554000000.0    0.0201508575594576
555000000.0    0.02015053572489712
556000000.0    0.02016977220187928
557000000.0    0.020208503319616693
558000000.0    0.020266660036150012
559000000.0    0.02034416794101074
560000000.0    0.02044094726078083
561000000.0    0.020556912867567098
562000000.0    0.020691974290404657
563000000.0    0.020846035729599637
564000000.0    0.02101899607401964
565000000.0    0.02121074892133486
566000000.0    0.021421182601211706
567000000.0    0.021650180201455906
568000000.0    0.021897619597098666
569000000.0    0.022163373482416787
570000000.0    0.022447309405874197
571000000.0    0.022749289807967827
572000000.0    0.0230691720619591
573000000.0    0.02340680851746793
574000000.0    0.023762046546902237
575000000.0    0.024134728594694798
576000000.0    0.02452469222931381
577000000.0    0.024931770198011273
578000000.0    0.025355790484271123
579000000.0    0.025796576367913694
580000000.0    0.026253946487812544
581000000.0    0.026727714907175657
582000000.0    0.02721769118133928
583000000.0    0.02772368042802199
584000000.0    0.02824548339998195
585000000.0    0.028782896560018804
586000000.0    0.029335712158259305
587000000.0    0.029903718311662195
588000000.0    0.03048669908567695
589000000.0    0.03108443457798781
590000000.0    0.0316967010042735
591000000.0    0.03232327078590994
592000000.0    0.03296391263954164
593000000.0    0.033618391668446886
594000000.0    0.03428646945561865
595000000.0    0.03496790415848304
596000000.0    0.03566245060517425
597000000.0    0.03636986039228556
598000000.0    0.03708988198401314
599000000.0    0.037822260812610226
600000000.0    0.03856673938006536
601000000.0    0.03932305736092293
602000000.0    0.04009095170615681
603000000.0    0.040870156748013864
604000000.0    0.041660404305740056
605000000.0    0.042461423792101674
606000000.0    0.04327294232061698
607000000.0    0.04409468481341034
608000000.0    0.04492637410960316
609000000.0    0.045767731074155056
610000000.0    0.0466184747070705
611000000.0    0.04747832225288528
612000000.0    0.048346989310348934
613000000.0    0.049224189942219304
614000000.0    0.050109636785085204
615000000.0    0.051003041159139756
616000000.0    0.05190411317781767
617000000.0    0.052812561857223016
618000000.0    0.053728095225264894
619000000.0    0.05465042043042759
620000000.0    0.05557924385009768
621000000.0    0.056514271198376306
622000000.0    0.05745520763330267
623000000.0    0.058401757863421416
624000000.0    0.05935362625362086
625000000.0    0.06031051693018157
626000000.0    0.06127213388496519
627000000.0    0.06223818107868323
628000000.0    0.06320836254318526
629000000.0    0.06418238248270831
630000000.0    0.06515994537402915
631000000.0    0.06614075606546788
632000000.0    0.06712451987468789
633000000.0    0.06811094268524513
634000000.0    0.06909973104183896
635000000.0    0.07009059224421485
636000000.0    0.07108323443968449
637000000.0    0.07207736671421386
638000000.0    0.07307269918204708
639000000.0    0.07406894307382844
640000000.0    0.07506581082318599
641000000.0    0.07606301615175287
642000000.0    0.07706027415258784
643000000.0    0.07805730137197704
644000000.0    0.07905381588958675
645000000.0    0.08004953739694916
646000000.0    0.08104418727425874
647000000.0    0.08203748866546308
648000000.0    0.08302916655163249
649000000.0    0.08401894782259474
650000000.0    0.08500656134682667
651000000.0    0.08599173803958839
652000000.0    0.08697421092929984
653000000.0    0.08795371522215009
654000000.0    0.08892998836493778
655000000.0    0.08990277010614436
656000000.0    0.09087180255523757
657000000.0    0.09183683024020929
658000000.0    0.09279760016335444
659000000.0    0.09375386185529432
660000000.0    0.09470536742725444
661000000.0    0.09565187162160639
662000000.0    0.09659313186068232
663000000.0    0.0975289082938803
664000000.0    0.09845896384306842
665000000.0    0.09938306424630867
666000000.0    0.10030097809991358
667000000.0    0.10121247689885539
668000000.0    0.10211733507554782
669000000.0    0.10301533003701975
670000000.0    0.10390624220050218
671000000.0    0.10478985502745249
672000000.0    0.10566595505603897
673000000.0    0.10653433193210847
674000000.0    0.10739477843866393
675000000.0    0.10824709052388057
676000000.0    0.10909106732767933
677000000.0    0.1099265112068949
678000000.0    0.11075322775905959
679000000.0    0.11157102584483179
680000000.0    0.11237971760910413
681000000.0    0.11317911850081198
682000000.0    0.11396904729147893
683000000.0    0.1147493260925251
684000000.0    0.1155197803713724
685000000.0    0.11628023896637264
686000000.0    0.11703053410059354
687000000.0    0.11777050139449027
688000000.0    0.11849997987749543
689000000.0    0.11921881199855697
690000000.0    0.11992684363565542
691000000.0    0.12062392410432932
692000000.0    0.12130990616524563
693000000.0    0.1219846460308342
694000000.0    0.12264800337102995
695000000.0    0.12329984131814113
696000000.0    0.12394002647088026
697000000.0    0.12456842889758407
698000000.0    0.12518492213865354
699000000.0    0.1257893832082395
700000000.0    0.12638169259520468
701000000.0    0.1269617342633895
702000000.0    0.12752939565120677
703000000.0    0.128084567670595
704000000.0    0.1286271447053536
705000000.0    0.12915702460888853
706000000.0    0.12967410870138957
707000000.0    0.13017830176646775
708000000.0    0.13066951204727448
709000000.0    0.1311476512421253
710000000.0    0.13161263449965113
711000000.0    0.13206438041350085
712000000.0    0.13250281101661113
713000000.0    0.1329278517750714
714000000.0    0.13333943158159592
715000000.0    0.13373748274862676
716000000.0    0.1341219410010863
717000000.0    0.13449274546879303
718000000.0    0.13484983867855846
719000000.0    0.13519316654598668
720000000.0    0.13552267836698176
721000000.0    0.13583832680898597
722000000.0    0.13614006790195832
723000000.0    0.13642786102910814
724000000.0    0.1367016689173934
725000000.0    0.13696145762779738
726000000.0    0.13720719654539418
727000000.0    0.13743885836921133
728000000.0    0.13765641910189783
729000000.0    0.13785985803921136
730000000.0    0.1380491577593228
731000000.0    0.13822430411195416
732000000.0    0.1383852862073499
733000000.0    0.13853209640508823
734000000.0    0.1386647303027379
735000000.0    0.13878318672436396
736000000.0    0.138887467708884
737000000.0    0.13897757849827824
738000000.0    0.13905352752565658
739000000.0    0.13911532640318025
740000000.0    0.13916298990984008
741000000.0    0.13919653597909235
742000000.0    0.13921598568634808
743000000.0    0.13922136323631545
744000000.0    0.13921269595019506
745000000.0    0.1391900142527204
746000000.0    0.13915335165904397
747000000.0    0.13910274476146484
748000000.0    0.13903823321598835
749000000.0    0.13895985972871824
750000000.0    0.13886767004207376
751000000.0    0.13876171292082265
752000000.0    0.13864204013792567
753000000.0    0.1385087064601872
754000000.0    0.1383617696336995
755000000.0    0.13820129036907516
756000000.0    0.13802733232646158
757000000.0    0.13783996210032154
758000000.0    0.13763924920397763
759000000.0    0.1374252660539076
760000000.0    0.1371980879537798
761000000.0    0.13695779307821945
762000000.0    0.136704462456296
763000000.0    0.13643817995471674
764000000.0    0.13615903226072323
765000000.0    0.13586710886466724
766000000.0    0.13556250204226653
767000000.0    0.1352453068365222
768000000.0    0.13491562103928462
769000000.0    0.13457354517246037
770000000.0    0.13421918246884443
771000000.0    0.13385263885256618
772000000.0    0.13347402291913665
773000000.0    0.13308344591508553
774000000.0    0.13268102171717344
775000000.0    0.13226686681117003
776000000.0    0.13184110027017948
777000000.0    0.13140384373251127
778000000.0    0.1309552213790698
779000000.0    0.13049535991026678
780000000.0    0.13002438852242743
781000000.0    0.12954243888369246
782000000.0    0.12904964510939687
783000000.0    0.12854614373691464
784000000.0    0.12803207369995778
785000000.0    0.12750757630232193
786000000.0    0.12697279519106264
787000000.0    0.12642787632909439
788000000.0    0.1258729679672023
789000000.0    0.1253082206154542
790000000.0    0.12473378701400652
791000000.0    0.12414982210329233
792000000.0    0.12355648299358227
793000000.0    0.12295392893391195
794000000.0    0.1223423212803663
795000000.0    0.12172182346371421
796000000.0    0.12109260095638374
797000000.0    0.12045482123877528
798000000.0    0.11980865376490384
799000000.0    0.11915426992736343
800000000.0    0.11849184302161353
801000000.0    0.1178215482095784
802000000.0    0.11714356248255617
803000000.0    0.11645806462343647
804000000.0    0.11576523516822386
805000000.0    0.11506525636686005
806000000.0    0.11435831214335147
807000000.0    0.1136445880551949
808000000.0    0.11292427125210308
809000000.0    0.11219755043403326
810000000.0    0.1114646158085173
811000000.0    0.1107256590472952
812000000.0    0.10998087324225718
813000000.0    0.10923045286069531
814000000.0    0.10847459369987121
815000000.0    0.10771349284090297
816000000.0    0.10694734860197731
817000000.0    0.10617636049089524
818000000.0    0.105400729156956
819000000.0    0.10462065634218796
820000000.0    0.10383634483193864
821000000.0    0.10304799840482687
822000000.0    0.10225582178207412
823000000.0    0.10146002057622153
824000000.0    0.100660801239247
825000000.0    0.0998583710100947
826000000.0    0.09905293786162839
827000000.0    0.09824471044702575
828000000.0    0.09743389804562785
829000000.0    0.09662071050825739
830000000.0    0.09580535820202443
831000000.0    0.09498805195463718
832000000.0    0.09416900299823319
833000000.0    0.093348422912753
834000000.0    0.09252652356887087
835000000.0    0.09170351707050971
836000000.0    0.09087961569695352
837000000.0    0.09005503184458352
838000000.0    0.08922997796825764
839000000.0    0.08840466652235837
840000000.0    0.0875793099015307
841000000.0    0.08675412038113131
842000000.0    0.08592931005742126
843000000.0    0.08510509078751861
844000000.0    0.08428167412914143
845000000.0    0.08345927128016599
846000000.0    0.08263809301802795
847000000.0    0.08181834963899043
848000000.0    0.08100025089731078
849000000.0    0.080184005944328
850000000.0    0.07936982326750838
851000000.0    0.07855791062946597
852000000.0    0.07774847500699761
853000000.0    0.07694172253015592
854000000.0    0.0761378584213913
855000000.0    0.07533708693479249
856000000.0    0.07453961129545657
857000000.0    0.07374563363901679
858000000.0    0.07295535495136175
859000000.0    0.07216897500857311
860000000.0    0.0713866923171133
861000000.0    0.07060870405429534
862000000.0    0.06983520600906494
863000000.0    0.06906639252312352
864000000.0    0.06830245643242588
865000000.0    0.06754358900908079
866000000.0    0.06678997990368621
867000000.0    0.06604181708812885
868000000.0    0.06529928679887922
869000000.0    0.06456257348081039
870000000.0    0.06383185973157288
871000000.0    0.06310732624655264
872000000.0    0.06238915176444249
873000000.0    0.061677513013456614
874000000.0    0.06097258465821513
875000000.0    0.060274539247328826
876000000.0    0.059583547161710056
877000000.0    0.058899776563638206
878000000.0    0.05822339334660628
879000000.0    0.05755456108597523
880000000.0    0.05689344099046155
881000000.0    0.05624019185448401
882000000.0    0.05559497001139365
883000000.0    0.05495792928761113
884000000.0    0.05432922095769683
885000000.0    0.05370899370037223
886000000.0    0.05309739355552171
887000000.0    0.05249456388218789
888000000.0    0.051900645317588714
889000000.0    0.05131577573717166
890000000.0    0.0507400902157271
891000000.0    0.05017372098957779
892000000.0    0.04961679741986247
893000000.0    0.04906944595693113
894000000.0    0.04853179010586836
895000000.0    0.0480039503931587
896000000.0    0.047486044334510126
897000000.0    0.04697818640384741
898000000.0    0.04648048800349135
899000000.0    0.04599305743553087
900000000.0    0.04551599987440509
901000000.0    0.045049417340698394
902000000.0    0.04459340867616623
903000000.0    0.04414806951999022
904000000.0    0.04371349228628085
905000000.0    0.04328976614282244
906000000.0    0.042876976991078834
907000000.0    0.04247520744745172
908000000.0    0.04208453682580721
909000000.0    0.041705041121264066
910000000.0    0.041336792995252246
911000000.0    0.040979861761839355
912000000.0    0.04063431337532694
913000000.0    0.04030021041911575
914000000.0    0.03997761209583729
915000000.0    0.0396665742187526
916000000.0    0.03936714920441035
917000000.0    0.039079386066566045
918000000.0    0.03880333041135169
919000000.0    0.03853902443369509
920000000.0    0.038286506914980326
921000000.0    0.03804581322194118
922000000.0    0.03781697530678273
923000000.0    0.037600021708518866
924000000.0    0.0373949775555203
925000000.0    0.037201864569257795
926000000.0    0.037020701069235634
927000000.0    0.03685150197910056
928000000.0    0.036694278833912554
929000000.0    0.036549039788569326
930000000.0    0.03641578962736668
931000000.0    0.03629452977468512
932000000.0    0.036185258306782916
933000000.0    0.03608796996468508
934000000.0    0.036002656168151605
935000000.0    0.03592930503070688
